TL,Territory Level and Typology,REG_ID,Region,VAR,Variable,VINTAGE,Vintage,DWELLINGS,Dwellings,MEASURE,Measure,FREQ,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
4,Cities,AUS12M,Hobart (agglomeration) - Tasmania,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,17.651,,
4,Cities,AUS12M,Hobart (agglomeration) - Tasmania,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,25.745,,
4,Cities,AUS12M,Hobart (agglomeration) - Tasmania,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,29.828,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,-3.08,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-2.688,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,-0.68,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GY,Percentage change on the same period of the previous year,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,2.286,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,6.356,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,12.773,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,13.699,,
4,Cities,AUS16M,Darwin (agglomeration) - Northern Territory,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GY,Percentage change on the same period of the previous year,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,12.961,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,1.603,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-1.783,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,0.768,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,3.049,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,5.38,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,6.701,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,5.024,,
1,Country,AUS,Australia,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,4.727,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,1.923,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-2.182,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,1.025,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,2.983,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,6.083,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,8.083,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,6.165,,
2,Large regions,AU1,"New South Wales, Sydney (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,4.093,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,2.061,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-2.28,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,-0.267,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,3.409,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,5.107,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,6.089,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,3.594,,
2,Large regions,AU2,"Victoria, Melbourne (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,3.917,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.645,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-0.881,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,1.536,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,2.707,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,4.031,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,5.663,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,6.065,,
2,Large regions,AU3,"Queensland, Brisbane (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,9.641,,
2,Large regions,AU4,"South Australia, Adelaïde (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.411,,
2,Large regions,AU4,"South Australia, Adelaïde (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-0.819,,
2,Large regions,AU4,"South Australia, Adelaïde (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,1.569,,
2,Large regions,AU4,"South Australia, Adelaïde (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,2.602,,
2,Large regions,AU4,"South Australia, Adelaïde (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,4.041,,
2,Large regions,AU4,"South Australia, Adelaïde (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,5.331,,
2,Large regions,AU4,"South Australia, Adelaïde (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,5.857,,
2,Large regions,AU4,"South Australia, Adelaïde (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,6.762,,
2,Large regions,AU5,"Western Australia, Perth (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.602,,
2,Large regions,AU5,"Western Australia, Perth (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-0.699,,
2,Large regions,AU5,"Western Australia, Perth (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,1.407,,
2,Large regions,AU5,"Western Australia, Perth (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,2.874,,
2,Large regions,AU5,"Western Australia, Perth (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,5.202,,
2,Large regions,AU5,"Western Australia, Perth (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,4.762,,
2,Large regions,AU5,"Western Australia, Perth (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,2.01,,
2,Large regions,AU5,"Western Australia, Perth (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,2.913,,
2,Large regions,AU6,"Tasmania, Hobart (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,2.421,,
2,Large regions,AU6,"Tasmania, Hobart (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-0.447,,
2,Large regions,AU6,"Tasmania, Hobart (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,1.22,,
2,Large regions,AU6,"Tasmania, Hobart (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,3.107,,
2,Large regions,AU6,"Tasmania, Hobart (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,6.089,,
2,Large regions,AU6,"Tasmania, Hobart (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,6.261,,
2,Large regions,AU6,"Tasmania, Hobart (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,8.183,,
2,Large regions,AU6,"Tasmania, Hobart (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,6.455,,
2,Large regions,AU7,"Northern Territory, Darwin (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.686,,
2,Large regions,AU7,"Northern Territory, Darwin (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-1.362,,
2,Large regions,AU7,"Northern Territory, Darwin (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,0.806,,
2,Large regions,AU7,"Northern Territory, Darwin (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,2.169,,
2,Large regions,AU7,"Northern Territory, Darwin (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,4.693,,
2,Large regions,AU7,"Northern Territory, Darwin (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,4.589,,
2,Large regions,AU7,"Northern Territory, Darwin (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,1.633,,
2,Large regions,AU7,"Northern Territory, Darwin (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,1.506,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.156,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,0.78,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,0.851,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,3.377,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,5.568,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,8.228,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,5.978,,
2,Large regions,AU8,"Australian Capital Territory, Canberra (AUS)",RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,6.376,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,1.923,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-2.182,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,1.025,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,2.983,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,6.083,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,8.083,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,6.165,,
4,Cities,AUS01M,Sydney (agglomeration) - New South Wales,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,4.093,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,2.061,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-2.28,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,-0.267,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,3.409,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,5.107,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,6.089,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,3.594,,
4,Cities,AUS02M,Melbourne (agglomeration) - Victoria,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q4,Q4-2021,PC,Percentage,0,Units,,,3.917,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.645,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q2,Q2-2020,PC,Percentage,0,Units,,,-0.881,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q3,Q3-2020,PC,Percentage,0,Units,,,1.536,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2020-Q4,Q4-2020,PC,Percentage,0,Units,,,2.707,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q1,Q1-2021,PC,Percentage,0,Units,,,4.031,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q2,Q2-2021,PC,Percentage,0,Units,,,5.663,,
4,Cities,AUS03M,Brisbane (agglomeration) - Queensland,RHPI,House Price Index,VINTAGE_TOTAL,Total,DWELLINGS_TOTAL,Total,GP,Percentage change from previous period,Q,Quarterly,2021-Q3,Q3-2021,PC,Percentage,0,Units,,,6.065,,
